Date,Value,Value USD,Max 7,Min 7,Open 2,Change,Mean Change 7,Drop 7,Up 7,Predict,Prediction,Actual
21-03-2019 19:58,3979.0,3979.94,3979.48,3977.62,3979.94,-0.9400000000000546,-0.06571428571429092,5.0,2.0,-2.0,0,1
21-03-2019 19:59,3979.94,3980.38,3979.94,3977.62,3980.38,-0.44000000000005457,-0.33714285714287534,6.0,1.0,-2.0,0,1
21-03-2019 19:59,3980.38,3984.17,3980.38,3977.62,3984.17,-3.7899999999999636,-0.9357142857143117,7.0,0.0,-2.0,0,1
21-03-2019 20:00,3984.17,3984.66,3984.17,3977.74,3984.66,-0.4899999999997817,-0.988571428571439,7.0,0.0,-2.0,0,1
21-03-2019 20:01,3984.66,3984.22,3984.66,3978.82,3984.22,0.44000000000005457,-0.7714285714285195,6.0,1.0,0.0,0,0
21-03-2019 20:01,3984.22,3984.7,3984.66,3978.91,3984.7,-0.4800000000000182,-0.827142857142852,6.0,1.0,-2.0,0,1
21-03-2019 20:02,3984.7,3985.17,3984.7,3979.0,3985.17,-0.47000000000025466,-0.8814285714285818,6.0,1.0,-2.0,0,1
21-03-2019 20:03,3985.17,3985.43,3985.17,3979.94,3985.43,-0.25999999999976353,-0.784285714285683,6.0,1.0,-2.0,0,1
21-03-2019 20:03,3985.43,3985.22,3985.43,3980.38,3985.22,0.21000000000003638,-0.6914285714285272,5.0,2.0,0.0,0,0
21-03-2019 20:04,3985.22,3985.5,3985.43,3984.17,3985.5,-0.2800000000002001,-0.1899999999999896,5.0,2.0,-2.0,0,1
21-03-2019 20:04,3985.5,3985.34,3985.5,3984.22,3985.34,0.15999999999985448,-0.09714285714289872,4.0,3.0,0.0,0,0
21-03-2019 20:05,3985.34,3985.53,3985.5,3984.22,3985.53,-0.19000000000005457,-0.18714285714291432,5.0,2.0,-2.0,0,1
21-03-2019 20:05,3985.53,3985.3,3985.53,3984.7,3985.3,0.2300000000000182,-0.08571428571433769,4.0,3.0,0.0,0,0
21-03-2019 20:06,3985.3,3985.29,3985.53,3985.17,3985.29,0.010000000000218279,-0.017142857142841552,3.0,4.0,-1.0,0,0
21-03-2019 20:07,3985.29,3985.58,3985.53,3985.22,3985.58,-0.2899999999999636,-0.021428571428584422,3.0,4.0,-2.0,0,1
21-03-2019 20:07,3985.58,3985.05,3985.58,3985.22,3985.05,0.5299999999997453,0.024285714285659715,3.0,4.0,1.0,1,0
21-03-2019 20:08,3985.05,3984.77,3985.58,3985.05,3984.77,0.2800000000002001,0.10428571428571688,2.0,5.0,1.0,1,0
21-03-2019 20:08,3984.77,3983.45,3985.58,3984.77,3983.45,1.3200000000001637,0.27000000000004676,2.0,5.0,1.0,1,0
21-03-2019 20:09,3983.45,3983.41,3985.58,3983.45,3983.41,0.03999999999996362,0.30285714285719223,1.0,6.0,1.0,1,0
21-03-2019 20:10,3983.41,3982.77,3985.58,3983.41,3982.77,0.6399999999998727,0.3614285714286,1.0,6.0,1.0,1,0
21-03-2019 20:10,3982.77,3983.82,3985.58,3982.77,3983.82,-1.050000000000182,0.2099999999999714,2.0,5.0,-1.0,0,1
21-03-2019 20:11,3983.82,3983.69,3985.58,3982.77,3983.69,0.13000000000010914,0.2699999999999818,1.0,6.0,1.0,1,0
21-03-2019 20:11,3983.69,3983.3,3985.05,3982.77,3983.3,0.38999999999987267,0.25,1.0,6.0,1.0,1,0
21-03-2019 20:12,3983.3,3982.7,3984.77,3982.77,3982.7,0.6000000000003638,0.2957142857143091,1.0,6.0,1.0,1,0
21-03-2019 20:13,3982.7,3982.35,3983.82,3982.7,3982.35,0.34999999999990905,0.15714285714284415,1.0,6.0,1.0,1,0
21-03-2019 20:13,3982.35,3982.51,3983.82,3982.35,3982.51,-0.16000000000030923,0.1285714285713766,2.0,5.0,-1.0,0,1
21-03-2019 20:14,3982.51,3982.52,3983.82,3982.35,3982.52,-0.009999999999763531,0.03571428571428571,3.0,4.0,-1.0,0,1
21-03-2019 20:14,3982.52,3982.17,3983.82,3982.35,3982.17,0.34999999999990905,0.2357142857142987,2.0,5.0,1.0,1,0
21-03-2019 20:15,3982.17,3982.88,3983.69,3982.17,3982.88,-0.7100000000000364,0.11571428571427791,3.0,4.0,-1.0,0,1
21-03-2019 20:16,3982.88,3982.83,3983.3,3982.17,3982.83,0.0500000000001819,0.06714285714289352,3.0,4.0,1.0,1,0
21-03-2019 20:16,3982.83,3983.04,3982.88,3982.17,3983.04,-0.21000000000003638,-0.04857142857144936,4.0,3.0,-2.0,0,1
21-03-2019 20:17,3983.04,3983.07,3983.04,3982.17,3983.07,-0.03000000000020009,-0.10285714285717924,5.0,2.0,-2.0,0,1
21-03-2019 20:17,3983.07,3983.2,3983.07,3982.17,3983.2,-0.1299999999996544,-0.0985714285713714,5.0,2.0,-2.0,0,1
21-03-2019 20:18,3983.2,3982.61,3983.2,3982.17,3982.61,0.5899999999996908,-0.012857142857163646,4.0,3.0,0.0,0,0
21-03-2019 20:18,3982.61,3982.21,3983.2,3982.17,3982.21,0.40000000000009095,-0.005714285714280517,4.0,3.0,0.0,0,0
21-03-2019 20:19,3982.21,3982.45,3983.2,3982.21,3982.45,-0.23999999999978172,0.06142857142861301,4.0,3.0,-2.0,0,1
21-03-2019 20:19,3982.45,3983.13,3983.2,3982.21,3983.13,-0.680000000000291,-0.042857142857168844,5.0,2.0,-2.0,0,1
21-03-2019 20:20,3983.13,3983.32,3983.2,3982.21,3983.32,-0.19000000000005457,-0.04000000000002858,5.0,2.0,-2.0,0,1
21-03-2019 20:21,3983.32,3983.08,3983.32,3982.21,3983.08,0.24000000000023647,-0.0014285714285376474,4.0,3.0,0.0,0,0
21-03-2019 20:22,3983.08,3983.51,3983.32,3982.21,3983.51,-0.43000000000029104,-0.04428571428577145,4.0,3.0,-2.0,0,1
21-03-2019 20:22,3983.51,3983.04,3983.51,3982.21,3983.04,0.47000000000025466,-0.06142857142854804,4.0,3.0,0.0,0,0
21-03-2019 20:23,3983.04,3983.55,3983.51,3982.21,3983.55,-0.5100000000002183,-0.1914285714285922,5.0,2.0,-2.0,0,1
21-03-2019 20:24,3983.55,3983.38,3983.55,3982.45,3983.38,0.17000000000007276,-0.13285714285718445,4.0,3.0,0.0,0,0
21-03-2019 20:24,3983.38,3983.17,3983.55,3983.04,3983.17,0.21000000000003638,-0.005714285714280517,3.0,4.0,-1.0,0,0
21-03-2019 20:25,3983.17,3983.31,3983.55,3983.04,3983.31,-0.13999999999987267,0.0014285714286026113,3.0,4.0,-1.0,0,1
21-03-2019 20:25,3983.31,3983.27,3983.55,3983.04,3983.27,0.03999999999996362,-0.027142857142864938,3.0,4.0,-1.0,0,0
21-03-2019 20:26,3983.27,3983.27,3983.55,3983.04,3983.27,0.0,0.034285714285748066,2.0,4.0,1.0,1,1
21-03-2019 20:27,3983.27,3983.25,3983.55,3983.04,3983.25,0.01999999999998181,-0.030000000000005196,2.0,4.0,-1.0,0,0
21-03-2019 20:27,3983.25,3984.29,3983.55,3983.17,3984.29,-1.0399999999999636,-0.10571428571425454,2.0,4.0,-2.0,0,1
21-03-2019 20:28,3984.29,3983.98,3984.29,3983.17,3983.98,0.30999999999994543,-0.08571428571427273,2.0,4.0,-1.0,0,0
21-03-2019 20:28,3983.98,3983.98,3984.29,3983.17,3983.98,0.0,-0.11571428571427791,2.0,3.0,-1.0,0,1
21-03-2019 20:29,3983.98,3983.79,3984.29,3983.25,3983.79,0.19000000000005457,-0.06857142857143117,1.0,4.0,-1.0,0,0
21-03-2019 20:29,3983.79,3983.49,3984.29,3983.25,3983.49,0.3000000000001819,-0.03142857142854284,1.0,4.0,-1.0,0,0
21-03-2019 20:30,3983.49,3982.34,3984.29,3983.25,3982.34,1.1499999999996362,0.13285714285711947,1.0,5.0,1.0,1,0
21-03-2019 20:30,3982.34,3981.85,3984.29,3982.34,3981.85,0.49000000000023647,0.200000000000013,1.0,5.0,1.0,1,0
21-03-2019 20:31,3981.85,3982.06,3984.29,3981.85,3982.06,-0.21000000000003638,0.31857142857143117,1.0,5.0,-1.0,0,1
21-03-2019 20:32,3982.06,3981.85,3983.98,3981.85,3981.85,0.21000000000003638,0.30428571428572987,1.0,5.0,1.0,1,0
21-03-2019 20:32,3981.85,3981.59,3983.98,3981.85,3981.59,0.25999999999976353,0.34142857142855326,1.0,6.0,1.0,1,0
21-03-2019 20:33,3981.59,3981.28,3983.79,3981.59,3981.28,0.30999999999994543,0.3585714285713948,1.0,6.0,1.0,1,0
21-03-2019 20:35,3981.28,3980.72,3983.49,3981.28,3980.72,0.5600000000004002,0.39571428571428313,1.0,6.0,1.0,1,0
21-03-2019 20:35,3980.72,3981.0,3982.34,3980.72,3981.0,-0.2800000000002001,0.1914285714285922,2.0,5.0,-1.0,0,1
21-03-2019 20:36,3981.0,3980.84,3982.06,3980.72,3980.84,0.15999999999985448,0.14428571428568052,2.0,5.0,1.0,1,0
21-03-2019 20:37,3980.84,3980.84,3982.06,3980.72,3980.84,0.0,0.1742857142856857,1.0,5.0,1.0,1,1
21-03-2019 20:37,3980.84,3980.49,3981.85,3980.72,3980.49,0.3500000000003638,0.19428571428573246,1.0,5.0,1.0,1,0
21-03-2019 20:38,3980.49,3980.93,3981.59,3980.49,3980.93,-0.44000000000005457,0.09428571428575847,2.0,4.0,-1.0,0,1
21-03-2019 20:38,3980.93,3981.42,3981.28,3980.49,3981.42,-0.49000000000023647,-0.01999999999998181,3.0,3.0,-2.0,0,1
21-03-2019 20:39,3981.42,3981.34,3981.42,3980.49,3981.34,0.07999999999992724,-0.08857142857147794,3.0,3.0,-1.0,0,0
21-03-2019 20:39,3981.34,3981.6,3981.42,3980.49,3981.6,-0.25999999999976353,-0.08571428571427273,3.0,3.0,-2.0,0,1
21-03-2019 20:40,3981.6,3982.24,3981.6,3980.49,3982.24,-0.6399999999998727,-0.19999999999994802,4.0,2.0,-2.0,0,1
21-03-2019 20:41,3982.24,3982.26,3982.24,3980.49,3982.26,-0.020000000000436557,-0.20285714285715326,5.0,2.0,-2.0,0,1
21-03-2019 20:42,3982.26,3982.0,3982.26,3980.49,3982.0,0.2600000000002183,-0.2157142857143169,5.0,2.0,0.0,0,0
21-03-2019 20:43,3982.0,3982.05,3982.26,3980.93,3982.05,-0.0500000000001819,-0.16000000000004938,5.0,2.0,-2.0,0,1
21-03-2019 20:43,3982.05,3982.39,3982.26,3981.34,3982.39,-0.33999999999969077,-0.13857142857139998,5.0,2.0,-2.0,0,1
21-03-2019 20:44,3982.39,3982.99,3982.39,3981.34,3982.99,-0.599999999999909,-0.23571428571423375,6.0,1.0,-2.0,0,1
21-03-2019 20:44,3982.99,3984.62,3982.99,3981.6,3984.62,-1.6300000000001091,-0.43142857142856883,6.0,1.0,-2.0,0,1
21-03-2019 20:45,3984.62,3984.69,3984.62,3982.0,3984.69,-0.07000000000016371,-0.350000000000039,6.0,1.0,-2.0,0,1
21-03-2019 20:45,3984.69,3984.76,3984.69,3982.0,3984.76,-0.07000000000016371,-0.35714285714285715,6.0,1.0,-2.0,0,1
21-03-2019 20:46,3984.76,3985.25,3984.76,3982.0,3985.25,-0.4899999999997817,-0.4642857142857143,7.0,0.0,-2.0,0,1
21-03-2019 20:46,3985.25,3985.54,3985.25,3982.05,3985.54,-0.2899999999999636,-0.4985714285713974,7.0,0.0,-2.0,0,1
21-03-2019 20:47,3985.54,3985.34,3985.54,3982.39,3985.34,0.1999999999998181,-0.4214285714286104,6.0,1.0,0.0,0,0
21-03-2019 20:47,3985.34,3985.72,3985.54,3982.99,3985.72,-0.3799999999996544,-0.3900000000000026,6.0,1.0,-2.0,0,1
21-03-2019 20:48,3985.72,3986.17,3985.72,3984.62,3986.17,-0.45000000000027285,-0.22142857142859743,6.0,1.0,-2.0,0,1
21-03-2019 20:49,3986.17,3986.28,3986.17,3984.69,3986.28,-0.11000000000012733,-0.22714285714287794,6.0,1.0,-2.0,0,1
21-03-2019 20:49,3986.28,3986.23,3986.28,3984.76,3986.23,0.0500000000001819,-0.2099999999999714,5.0,2.0,0.0,0,0
21-03-2019 20:50,3986.23,3986.3,3986.28,3985.25,3986.3,-0.07000000000016371,-0.15000000000002597,5.0,2.0,-2.0,0,1
21-03-2019 20:50,3986.3,3986.56,3986.3,3985.34,3986.56,-0.25999999999976353,-0.1457142857142831,5.0,2.0,-2.0,0,1
21-03-2019 20:51,3986.56,3986.45,3986.56,3985.34,3986.45,0.11000000000012733,-0.1585714285713818,5.0,2.0,0.0,0,0
21-03-2019 20:51,3986.45,3986.42,3986.56,3985.72,3986.42,0.02999999999974534,-0.10000000000003897,4.0,3.0,0.0,0,0
21-03-2019 20:52,3986.42,3986.44,3986.56,3986.17,3986.44,-0.01999999999998181,-0.038571428571425974,4.0,3.0,-2.0,0,1
21-03-2019 20:52,3986.44,3986.13,3986.56,3986.23,3986.13,0.30999999999994543,0.021428571428584422,3.0,4.0,1.0,1,0
21-03-2019 20:53,3986.13,3986.41,3986.56,3986.13,3986.41,-0.27999999999974534,-0.025714285714262326,4.0,3.0,-2.0,0,1
21-03-2019 20:54,3986.41,3986.39,3986.56,3986.13,3986.39,0.01999999999998181,-0.012857142857098682,3.0,4.0,-1.0,0,0
21-03-2019 20:54,3986.39,3986.18,3986.56,3986.13,3986.18,0.21000000000003638,0.054285714285729876,2.0,5.0,1.0,1,0
21-03-2019 20:55,3986.18,3986.25,3986.45,3986.13,3986.25,-0.07000000000016371,0.028571428571402584,3.0,4.0,-1.0,0,1
21-03-2019 20:55,3986.25,3986.53,3986.44,3986.13,3986.53,-0.2800000000002001,-0.015714285714303906,4.0,3.0,-2.0,0,1
21-03-2019 20:56,3986.53,3985.93,3986.53,3986.13,3985.93,0.6000000000003638,0.07285714285717404,3.0,4.0,1.0,1,0
21-03-2019 20:56,3985.93,3986.66,3986.53,3985.93,3986.66,-0.7300000000000182,-0.07571428571424933,4.0,3.0,-2.0,0,1
21-03-2019 20:57,3986.66,3987.73,3986.66,3985.93,3987.73,-1.0700000000001637,-0.18857142857145195,4.0,3.0,-2.0,0,1
21-03-2019 20:57,3987.73,3987.91,3987.73,3985.93,3987.91,-0.1799999999998363,-0.21714285714285456,5.0,2.0,-2.0,0,1
21-03-2019 20:58,3987.91,3987.28,3987.91,3985.93,3987.28,0.6299999999996544,-0.15714285714290913,5.0,2.0,0.0,0,0
21-03-2019 20:58,3987.28,3987.24,3987.91,3985.93,3987.24,0.04000000000041837,-0.14142857142854023,4.0,3.0,0.0,0,0
21-03-2019 20:59,3987.24,3986.82,3987.91,3985.93,3986.82,0.419999999999618,-0.04142857142856623,3.0,4.0,-1.0,0,0
21-03-2019 21:00,3986.82,3986.29,3987.91,3985.93,3986.29,0.5300000000002001,-0.05142857142858962,3.0,4.0,-1.0,0,0
21-03-2019 21:00,3986.29,3986.45,3987.91,3986.29,3986.45,-0.15999999999985448,0.030000000000005196,3.0,4.0,-1.0,0,1
21-03-2019 21:01,3986.45,3985.76,3987.91,3986.29,3985.76,0.6899999999995998,0.28142857142854283,2.0,5.0,1.0,1,0
21-03-2019 21:01,3985.76,3986.23,3987.91,3985.76,3986.23,-0.4699999999997999,0.23999999999997662,2.0,5.0,-1.0,0,1
21-03-2019 21:02,3986.23,3986.56,3987.28,3985.76,3986.56,-0.32999999999992724,0.10285714285717924,3.0,4.0,-1.0,0,1
21-03-2019 21:02,3986.56,3985.91,3987.24,3985.76,3985.91,0.650000000000091,0.1899999999999896,3.0,4.0,1.0,1,0
21-03-2019 21:03,3985.91,3984.34,3986.82,3985.76,3984.34,1.569999999999709,0.35428571428571687,3.0,4.0,1.0,1,0
21-03-2019 21:03,3984.34,3984.17,3986.56,3984.34,3984.17,0.17000000000007276,0.3028571428571273,3.0,4.0,1.0,1,0
21-03-2019 21:04,3984.17,3984.55,3986.56,3984.17,3984.55,-0.38000000000010914,0.27142857142851945,3.0,4.0,-1.0,0,1
21-03-2019 21:05,3984.55,3984.45,3986.56,3984.17,3984.45,0.1000000000003638,0.18714285714291432,3.0,4.0,1.0,1,0
21-03-2019 21:05,3984.45,3983.81,3986.56,3984.17,3983.81,0.6399999999998727,0.34571428571429613,2.0,5.0,1.0,1,0
21-03-2019 21:06,3983.81,3983.46,3986.56,3983.81,3983.46,0.34999999999990905,0.44285714285712985,1.0,6.0,1.0,1,0
21-03-2019 21:06,3983.46,3983.22,3985.91,3983.46,3983.22,0.24000000000023647,0.38428571428572206,1.0,6.0,1.0,1,0
21-03-2019 21:07,3983.22,3983.47,3984.55,3983.22,3983.47,-0.25,0.12428571428576365,2.0,5.0,-1.0,0,1
21-03-2019 21:07,3983.47,3982.83,3984.55,3983.22,3982.83,0.6399999999998727,0.1914285714285922,2.0,5.0,1.0,1,0
21-03-2019 21:08,3982.83,3982.8,3984.55,3982.83,3982.8,0.02999999999974534,0.25,1.0,6.0,1.0,1,0
21-03-2019 21:08,3982.8,3983.17,3984.45,3982.8,3983.17,-0.36999999999989086,0.18285714285710647,2.0,5.0,-1.0,0,1
21-03-2019 21:09,3983.17,3983.43,3983.81,3982.8,3983.43,-0.25999999999976353,0.054285714285729876,3.0,4.0,-1.0,0,1
21-03-2019 21:10,3983.43,3982.99,3983.47,3982.8,3982.99,0.44000000000005457,0.06714285714289352,3.0,4.0,1.0,1,0
21-03-2019 21:10,3982.99,3983.33,3983.47,3982.8,3983.33,-0.3400000000001455,-0.015714285714303906,4.0,3.0,-2.0,0,1
21-03-2019 21:11,3983.33,3983.57,3983.47,3982.8,3983.57,-0.24000000000023647,-0.014285714285766258,4.0,3.0,-2.0,0,1
21-03-2019 21:11,3983.57,3983.69,3983.57,3982.8,3983.69,-0.11999999999989086,-0.12285714285716105,5.0,2.0,-2.0,0,1
21-03-2019 21:12,3983.69,3983.81,3983.69,3982.8,3983.81,-0.11999999999989086,-0.14428571428568052,6.0,1.0,-2.0,0,1
21-03-2019 21:13,3983.81,3984.31,3983.81,3982.99,3984.31,-0.5,-0.16285714285712466,6.0,1.0,-2.0,0,1
21-03-2019 21:13,3984.31,3984.37,3984.31,3982.99,3984.37,-0.05999999999994543,-0.13428571428572209,6.0,1.0,-2.0,0,1
21-03-2019 21:14,3984.37,3984.43,3984.37,3982.99,3984.43,-0.05999999999994543,-0.2057142857142935,7.0,0.0,-2.0,0,1
21-03-2019 21:14,3984.43,3983.87,3984.43,3983.33,3983.87,0.5599999999999454,-0.07714285714285195,6.0,1.0,0.0,0,0
21-03-2019 21:15,3983.87,3983.74,3984.43,3983.57,3983.74,0.13000000000010914,-0.024285714285659715,5.0,2.0,0.0,0,0
